type_id,name,group,market_group,race,category,meta_group
31962,High-grade Talon Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
31963,High-grade Talon Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
31964,High-grade Talon Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
31965,High-grade Talon Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
31966,High-grade Talon Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
31967,High-grade Talon Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
31968,High-grade Spur Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
31969,High-grade Spur Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
31970,High-grade Spur Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
31971,High-grade Spur Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
31972,High-grade Spur Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
31973,High-grade Spur Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
31974,High-grade Jackal Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
31975,High-grade Jackal Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
31976,High-grade Jackal Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
31977,High-grade Jackal Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
31978,High-grade Jackal Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
31979,High-grade Jackal Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
31982,Navy Cap Booster 100,Capacitor Booster Charge,Cap Booster Charges,,Charge,Faction
31990,Navy Cap Booster 150,Capacitor Booster Charge,Cap Booster Charges,,Charge,Faction
31998,Navy Cap Booster 200,Capacitor Booster Charge,Cap Booster Charges,,Charge,Faction
32006,Navy Cap Booster 400,Capacitor Booster Charge,Cap Booster Charges,,Charge,Faction
32014,Navy Cap Booster 800,Capacitor Booster Charge,Cap Booster Charges,,Charge,Faction
32025,Small Drone Control Range Augmentor I,Rig Drones,Small Drone Rigs,,Module,Tech I
32026,Small Drone Control Range Augmentor I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32027,Medium Drone Control Range Augmentor I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32028,Medium Drone Control Range Augmentor I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32029,Small Drone Control Range Augmentor II,Rig Drones,Small Drone Rigs,,Module,Tech II
32031,Medium Drone Control Range Augmentor II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32033,Small Drone Durability Enhancer I,Rig Drones,Small Drone Rigs,,Module,Tech I
32034,Small Drone Durability Enhancer I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32035,Medium Drone Durability Enhancer I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32036,Medium Drone Durability Enhancer I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32037,Small Drone Durability Enhancer II,Rig Drones,Small Drone Rigs,,Module,Tech II
32039,Medium Drone Durability Enhancer II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32041,Small Drone Mining Augmentor I,Rig Drones,Small Drone Rigs,,Module,Tech I
32042,Small Drone Mining Augmentor I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32043,Medium Drone Mining Augmentor I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32044,Medium Drone Mining Augmentor I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32045,Small Drone Mining Augmentor II,Rig Drones,Small Drone Rigs,,Module,Tech II
32047,Medium Drone Mining Augmentor II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32049,Small Drone Repair Augmentor I,Rig Drones,Small Drone Rigs,,Module,Tech I
32050,Small Drone Repair Augmentor I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32051,Medium Drone Repair Augmentor I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32052,Medium Drone Repair Augmentor I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32053,Small Drone Repair Augmentor II,Rig Drones,Small Drone Rigs,,Module,Tech II
32055,Medium Drone Repair Augmentor II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32057,Small Drone Speed Augmentor I,Rig Drones,Small Drone Rigs,,Module,Tech I
32058,Small Drone Speed Augmentor I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32059,Medium Drone Speed Augmentor I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32060,Medium Drone Speed Augmentor I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32061,Small Drone Speed Augmentor II,Rig Drones,Small Drone Rigs,,Module,Tech II
32063,Medium Drone Speed Augmentor II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32069,Small Drone Scope Chip I,Rig Drones,Small Drone Rigs,,Module,Tech I
32070,Small Drone Scope Chip I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32071,Medium Drone Scope Chip I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32072,Medium Drone Scope Chip I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32073,Small Drone Scope Chip II,Rig Drones,Small Drone Rigs,,Module,Tech II
32075,Medium Drone Scope Chip II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32081,Small Sentry Damage Augmentor I,Rig Drones,Small Drone Rigs,,Module,Tech I
32082,Small Sentry Damage Augmentor I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32083,Medium Sentry Damage Augmentor I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32084,Medium Sentry Damage Augmentor I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32085,Small Sentry Damage Augmentor II,Rig Drones,Small Drone Rigs,,Module,Tech II
32087,Medium Sentry Damage Augmentor II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32089,Small Stasis Drone Augmentor I,Rig Drones,Small Drone Rigs,,Module,Tech I
32090,Small Stasis Drone Augmentor I Blueprint,Rig Blueprint,Small Drone Rigs,,Blueprint,
32091,Medium Stasis Drone Augmentor I,Rig Drones,Medium Drone Rigs,,Module,Tech I
32092,Medium Stasis Drone Augmentor I Blueprint,Rig Blueprint,Medium Drone Rigs,,Blueprint,
32093,Small Stasis Drone Augmentor II,Rig Drones,Small Drone Rigs,,Module,Tech II
32095,Medium Stasis Drone Augmentor II,Rig Drones,Medium Drone Rigs,,Module,Tech II
32099,Olfei Medallion,Miscellaneous,Political Paraphernalia,,Commodity,
32101,Low-grade Grail Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
32102,Low-grade Grail Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
32103,Low-grade Grail Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
32104,Low-grade Grail Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
32105,Low-grade Grail Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
32107,Low-grade Spur Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
32108,Low-grade Spur Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
32109,Low-grade Spur Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
32110,Low-grade Spur Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
32111,Low-grade Spur Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
32112,Low-grade Talon Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
32113,Low-grade Talon Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
32114,Low-grade Talon Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
32115,Low-grade Talon Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
32116,Low-grade Talon Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
32117,Low-grade Jackal Alpha,Cyberimplant,Implant Slot 01,,Implant,Faction
32118,Low-grade Jackal Beta,Cyberimplant,Implant Slot 02,,Implant,Faction
32119,Low-grade Jackal Delta,Cyberimplant,Implant Slot 04,,Implant,Faction
32120,Low-grade Jackal Epsilon,Cyberimplant,Implant Slot 05,,Implant,Faction
32121,Low-grade Jackal Gamma,Cyberimplant,Implant Slot 03,,Implant,Faction
32122,Low-grade Grail Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
32123,Low-grade Jackal Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
32124,Low-grade Spur Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
32125,Low-grade Talon Omega,Cyberimplant,Implant Slot 06,,Implant,Faction
32207,Freki,Assault Frigate,Special Edition Assault Frigates,Minmatar,Ship,Faction
32209,Mimir,Heavy Assault Cruiser,Special Edition Heavy Assault Cruisers,Minmatar,Ship,Faction
32226,Territorial Claim Unit,Territorial Claim Unit,Territorial Claim Units,,Sovereignty Structures,
32245,Hyasyoda Research Laboratory,Laboratory,Laboratory,,Starbase,
32246,RSS Core Scanner Probe,Scanner Probe,Scan Probes,,Charge,Storyline
32248,Nugoehuvi Synth Blue Pill Booster,Booster,Blue Pill,,Implant,
32254,Imperial Navy Modified 'Noble' Implant,Cyber Armor,Implant Slot 10,,Implant,
32255,Sansha Modified 'Gnome' Implant,Cyber Shields,Implant Slot 07,,Implant,
32260,Syndicate Cloaking Device,Cloaking Device,Cloaking Devices,,Module,Storyline
32262,Black Eagle Drone Link Augmentor,Drone Control Range Module,Drone Upgrades,,Module,Storyline
32305,Armageddon Navy Issue,Battleship,Navy Faction,Amarr,Ship,Faction
32307,Dominix Navy Issue,Battleship,Navy Faction,Gallente,Ship,Faction
32309,Scorpion Navy Issue,Battleship,Navy Faction,Caldari,Ship,Faction
32311,Typhoon Fleet Issue,Battleship,Navy Faction,Minmatar,Ship,Faction
32325,Cyclops I,Heavy Fighter,Heavy Fighters,Gallente,Fighter,Tech I
32326,Cyclops I Blueprint,Heavy Fighter Blueprint,Heavy Fighters,,Blueprint,
32339,Heavy Fighters,Drones,Drones,,Skill,
32340,Malleus I,Heavy Fighter,Heavy Fighters,Amarr,Fighter,Tech I
32341,Malleus I Blueprint,Heavy Fighter Blueprint,Heavy Fighters,,Blueprint,
32342,Tyrfing I,Heavy Fighter,Heavy Fighters,Minmatar,Fighter,Tech I
32343,Tyrfing I Blueprint,Heavy Fighter Blueprint,Heavy Fighters,,Blueprint,
32344,Mantis I,Heavy Fighter,Heavy Fighters,Caldari,Fighter,Tech I
32345,Mantis I Blueprint,Heavy Fighter Blueprint,Heavy Fighters,,Blueprint,
32414,Domination Target Painter,Target Painter,Target Painters,,Module,Faction
32422,Advanced Logistics Network,Strategic Upgrades,Strategic Upgrades,,Infrastructure Upgrades,
32435,XL Cruise Missiles,Missiles,Missiles,Amarr,Skill,
32436,Scourge XL Cruise Missile,XL Cruise Missile,Standard XL Cruise Missiles,,Charge,Tech I
32437,Scourge XL Cruise Missile Blueprint,Missile Blueprint,XL Cruise Missiles,,Blueprint,
32438,Nova XL Cruise Missile,XL Cruise Missile,Standard XL Cruise Missiles,,Charge,Tech I
32439,Nova XL Cruise Missile Blueprint,Missile Blueprint,XL Cruise Missiles,,Blueprint,
32440,Inferno XL Cruise Missile,XL Cruise Missile,Standard XL Cruise Missiles,,Charge,Tech I
32441,Inferno XL Cruise Missile Blueprint,Missile Blueprint,XL Cruise Missiles,,Blueprint,
32442,Mjolnir XL Cruise Missile,XL Cruise Missile,Standard XL Cruise Missiles,,Charge,Tech I
32443,Mjolnir XL Cruise Missile Blueprint,Missile Blueprint,XL Cruise Missiles,,Blueprint,
32444,XL Cruise Missile Launcher I,Missile Launcher XL Cruise,XL Launchers,,Module,Tech I
32445,XL Cruise Missile Launcher I Blueprint,Missile Launcher Blueprint,Missile Launchers,,Blueprint,
32458,Infrastructure Hub,Infrastructure Hub,Infrastructure Hubs,Amarr,Sovereignty Structures,
32459,Civilian Warp Disruptor,Warp Scrambler,Warp Disruptors,,Module,
32772,Medium Ancillary Shield Booster,Ancillary Shield Booster,Medium,,Module,
32774,Small Ancillary Shield Booster,Ancillary Shield Booster,Small,,Module,
32780,X-Large Ancillary Shield Booster,Ancillary Shield Booster,Extra Large,,Module,
32782,Defender Missile I,Defender Missiles,Defender,,Charge,
32783,Defender Missile I Blueprint,Defender Missile Blueprint,Defender,,Blueprint,
32787,Salvage Drone I,Salvage Drone,Salvage Drones,,Drone,
32788,Cambion,Assault Frigate,Special Edition Assault Frigates,Caldari,Ship,Faction
32790,Etana,Logistics,Special Edition Logistics,Caldari,Ship,Faction
32792,100 Aurum Token,Legacy Currency,Aurum Tokens,,Accessories,
32793,500 Aurum Token,Legacy Currency,Aurum Tokens,,Accessories,
32797,Resistance Phasing,Engineering,Engineering,,Skill,
32809,Ammatar Navy Thermal Coating,Armor Coating,Thermal Coatings,,Module,Faction
32811,Miasmos Amastris Edition,Hauler,Special Edition Industrial Ships,Gallente,Ship,Faction
32817,Medium Mercoxit Mining Crystal Optimization I,Rig Resource Processing,Medium Resource Processing Rigs,,Module,
32818,Medium Mercoxit Mining Crystal Optimization I Blueprint,Rig Blueprint,Medium Resource Processing Rigs,,Blueprint,
32819,Medium Ice Harvester Accelerator I,Rig Resource Processing,Medium Resource Processing Rigs,,Module,
32820,Medium Ice Harvester Accelerator I Blueprint,Rig Blueprint,Medium Resource Processing Rigs,,Blueprint,
32821,Unrefined Vanadium Hafnite,Intermediate Materials,Processed Moon Materials,,Material,
32822,Unrefined Platinum Technite,Intermediate Materials,Processed Moon Materials,,Material,
32823,Unrefined Solerium,Intermediate Materials,Processed Moon Materials,,Material,
32824,Unrefined Caesarium Cadmide,Intermediate Materials,Processed Moon Materials,,Material,
32825,Unrefined Hexite,Intermediate Materials,Processed Moon Materials,,Material,
32826,Unrefined Rolled Tungsten Alloy,Intermediate Materials,Processed Moon Materials,,Material,
32827,Unrefined Titanium Chromide,Intermediate Materials,Processed Moon Materials,,Material,
32828,Unrefined Fernite Alloy,Intermediate Materials,Processed Moon Materials,,Material,
32829,Unrefined Crystallite Alloy,Intermediate Materials,Processed Moon Materials,,Material,
32839,Quest Survey Probe I Blueprint,Survey Probe Blueprints,Survey Probes,,Blueprint,
32853,"SPZ-3 \Torch\"" Laser Sight Combat Ocular Enhancer (right/black)""",Eyewear,Eyewear,,Apparel,
32854,Discovery Survey Probe I Blueprint,Survey Probe Blueprints,Survey Probes,,Blueprint,Tech I
32855,Gaze Survey Probe I Blueprint,Survey Probe Blueprints,Survey Probes,,Blueprint,Tech I
32858,Station Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32859,Small Standard Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32860,Medium Standard Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32861,Large Standard Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32862,Giant Freight Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32863,Giant Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32864,Huge Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32865,Large Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32866,Medium Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32867,Small Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32868,Small Audit Log Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32869,Medium Audit Log Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32870,Large Audit Log Secure Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32871,Station Vault Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
32872,Algos,Destroyer,Gallente,Gallente,Ship,Tech I
32873,Algos Blueprint,Destroyer Blueprint,Gallente,,Blueprint,
32874,Dragoon,Destroyer,Amarr,Amarr,Ship,Tech I
32875,Dragoon Blueprint,Destroyer Blueprint,Amarr,,Blueprint,
32876,Corax,Destroyer,Caldari,Caldari,Ship,Tech I
32877,Corax Blueprint,Destroyer Blueprint,Caldari,,Blueprint,
32878,Talwar,Destroyer,Minmatar,Minmatar,Ship,Tech I
32879,Talwar Blueprint,Destroyer Blueprint,Minmatar,,Blueprint,
32880,Venture,Frigate,ORE,ORE,Ship,Tech I
32881,Venture Blueprint,Frigate Blueprint,ORE,,Blueprint,
32918,Mining Frigate,Spaceship Command,Spaceship Command,,Skill,
32919,Unit D-34343's Modified Drone Damage Amplifier,Drone Damage Modules,Drone Upgrades,,Module,Officer
32921,Unit F-435454's Modified Drone Damage Amplifier,Drone Damage Modules,Drone Upgrades,,Module,Officer
32923,Unit P-343554's Modified Drone Damage Amplifier,Drone Damage Modules,Drone Upgrades,,Module,Officer
32925,Unit W-634's Modified Drone Damage Amplifier,Drone Damage Modules,Drone Upgrades,,Module,Officer
32927,Unit D-34343's Modified Drone Link Augmentor,Drone Control Range Module,Drone Upgrades,,Module,Officer
32929,Unit F-435454's Modified Drone Link Augmentor,Drone Control Range Module,Drone Upgrades,,Module,Officer
32931,Unit P-343554's Modified Drone Link Augmentor,Drone Control Range Module,Drone Upgrades,,Module,Officer
32933,Unit W-634's Modified Drone Link Augmentor,Drone Control Range Module,Drone Upgrades,,Module,Officer
32935,Unit D-34343's Modified Omnidirectional Tracking Link,Drone Tracking Modules,Drone Upgrades,,Module,Officer
32937,Unit F-435454's Modified Omnidirectional Tracking Link,Drone Tracking Modules,Drone Upgrades,,Module,Officer
32939,Unit P-343554's Modified Omnidirectional Tracking Link,Drone Tracking Modules,Drone Upgrades,,Module,Officer
32941,Unit W-634's Modified Omnidirectional Tracking Link,Drone Tracking Modules,Drone Upgrades,,Module,Officer
32943,Unit D-34343's Modified Drone Navigation Computer,Drone Navigation Computer,Drone Upgrades,,Module,Officer
32945,Unit F-435454's Modified Drone Navigation Computer,Drone Navigation Computer,Drone Upgrades,,Module,Officer
32947,Unit P-343554's Modified Drone Navigation Computer,Drone Navigation Computer,Drone Upgrades,,Module,Officer
32949,Unit W-634's Modified Drone Navigation Computer,Drone Navigation Computer,Drone Upgrades,,Module,Officer
32951,Unit D-34343's Modified Fighter Support Unit,Fighter Support Unit,Drone Upgrades,,Module,Officer
32953,Unit F-435454's Modified Fighter Support Unit,Fighter Support Unit,Drone Upgrades,,Module,Officer
32955,Unit P-343554's Modified Fighter Support Unit,Fighter Support Unit,Drone Upgrades,,Module,Officer
32957,Unit W-634's Modified Fighter Support Unit,Fighter Support Unit,Drone Upgrades,,Module,Officer
32982,Salvage Drone I Blueprint,Salvage Drone Blueprint,Salvage Drones,,Blueprint,
32993,Sodium Firework CXIV,Festival Charges,Special Edition Festival Assets,,Charge,
32994,Barium Firework CXIV,Festival Charges,Special Edition Festival Assets,,Charge,
32995,Copper Firework CXIV,Festival Charges,Special Edition Festival Assets,,Charge,
32999,Magnetometric Sensor Compensation,Targeting,Targeting,,Skill,
33000,Gravimetric Sensor Compensation,Targeting,Targeting,,Skill,
33001,Ladar Sensor Compensation,Targeting,Targeting,,Skill,
33002,Radar Sensor Compensation,Targeting,Targeting,,Skill,
33003,Enormous Freight Container,Freight Container,Freight Containers,,Celestial,
33004,Enormous Freight Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
33005,Huge Freight Container,Freight Container,Freight Containers,,Celestial,
33006,Huge Freight Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
33007,Large Freight Container,Freight Container,Freight Containers,,Celestial,
33008,Large Freight Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
33009,Medium Freight Container,Freight Container,Freight Containers,,Celestial,
33010,Medium Freight Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
33011,Small Freight Container,Freight Container,Freight Containers,,Celestial,
33012,Small Freight Container Blueprint,Container Blueprints,Cargo Containers,,Blueprint,
33015,The Mini Monolith,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33016,A Handful of Tiny Stars,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33017,Deactivated Station Key Pass,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33018,Ship Fitting Guide,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33019,Scotty the Docking Manager's Clone,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33020,A Big Red Button,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33021,Unit of Lag,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33022,Postcard From Poitot,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33023,A Tank of Honor,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33024,Animal Medical Expert,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33025,Military Experts and You,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33026,Rules of Engagement,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33027,"Little Helper, Female",Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33028,"Little Helper, Male",Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33029,Replica Gallente Cruiser,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33030,Model of a Fighter,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33031,NEO YC 114: Team Ineluctable,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33032,NEO YC 114: Raiden. 58th Squadron,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33033,NEO YC 114: Last Huzzah,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33034,NEO YC 114: Why Dash,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33035,NEO YC 114: RONIN and pixies,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33036,NEO YC 114: Expendables,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33037,NEO YC 114: The HUNS,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33038,NEO YC 114: Tinkerhell and Alts,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33039,NEO YC 114: Tengu Terror,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33040,NEO YC 114: Oxygen Isonopes,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33041,NEO YC 114: Africa's Finest,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33042,NEO YC 114: Something Else,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33043,NEO YC 114: The Exiled Gaming,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33044,NEO YC 114: Perihelion Beryllium Duralumin,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33045,NEO YC 114: Goggle Wearing Internet Crime Fighters,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33046,NEO YC 114: ISN - Incursion Shiny Network,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33047,NEO YC 114: Baaaramu,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33048,NEO YC 114: Asine Hitama's team,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33049,NEO YC 114: EFS,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33050,NEO YC 114: Much Crying Old Experts,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33051,NEO YC 114: DeepWater,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33052,NEO YC 114: Blue Ballers,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33053,NEO YC 114: The Gentlemen Renegades,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33054,NEO YC 114: Guiding Hand Social Club,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33055,NEO YC 114: XXXMity,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33056,NEO YC 114: My Little Nulli,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33057,NEO YC 114: 8 CAS,Tournament Cards: New Eden Open YC 114,NEO YC 114 Team Cards,,Special Edition Assets,
33058,Concordokken,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33059,Shuttle Piloting For Dummies,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33060,*Sneaks in a classic*,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33061,Public Portrait: How To,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33062,Men's 'Red Star' T-shirt,Tops,Tops,,Apparel,
33063,Women's 'Red Star' T-shirt,Tops,Tops,,Apparel,
33064,Boots.ini,Footwear,Special Edition Apparel,,Apparel,
33065,Donut Holder,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33066,New Eden Soundbox,Special Edition Commodities,Special Edition Commodities,,Special Edition Assets,
33067,Deactivated Station Key Pass Blueprint,Special Edition Commodity Blueprints,Special Edition Blueprints,,Blueprint,
33076,Small Ancillary Armor Repairer,Ancillary Armor Repairer,Small,,Module,
33078,Armor Layering,Armor,Armor,,Skill,
33079,Hematos,Corvette,Special Edition Corvettes,Amarr,Ship,Faction
33081,Taipan,Corvette,Special Edition Corvettes,Caldari,Ship,Faction
33083,Violator,Corvette,Special Edition Corvettes,Gallente,Ship,Faction
33091,Amarr Destroyer,Spaceship Command,Spaceship Command,Amarr,Skill,
33092,Caldari Destroyer,Spaceship Command,Spaceship Command,Caldari,Skill,
33093,Gallente Destroyer,Spaceship Command,Spaceship Command,Gallente,Skill,
33094,Minmatar Destroyer,Spaceship Command,Spaceship Command,Minmatar,Skill,
33095,Amarr Battlecruiser,Spaceship Command,Spaceship Command,Amarr,Skill,
33096,Caldari Battlecruiser,Spaceship Command,Spaceship Command,Caldari,Skill,
33097,Gallente Battlecruiser,Spaceship Command,Spaceship Command,Gallente,Skill,
33098,Minmatar Battlecruiser,Spaceship Command,Spaceship Command,Minmatar,Skill,
33101,Medium Ancillary Armor Repairer,Ancillary Armor Repairer,Medium,,Module,
33103,Large Ancillary Armor Repairer,Ancillary Armor Repairer,Large,,Module,
33107,Men's 'Quafe' T-shirt YC 115,Tops,Tops,Amarr,Apparel,
33109,Women's 'Quafe' T-shirt YC 115,Tops,Tops,Amarr,Apparel,
33138,Clone Soldier Trainer Tag,Security Tags,Security Tags,,Commodity,
33139,Clone Soldier Recruiter Tag,Security Tags,Security Tags,,Commodity,
33140,Clone Soldier Transporter Tag,Security Tags,Security Tags,,Commodity,
33141,Clone Soldier Negotiator Tag,Security Tags,Security Tags,,Commodity,
33149,Personal Hangar Array,Personal Hangar,Personal Hangar Arrays,,Starbase,
33150,Personal Hangar Array Blueprint,Starbase Blueprint,Personal Hangar Arrays,,Blueprint,
33151,Brutix Navy Issue,Combat Battlecruiser,Navy Faction,Gallente,Ship,Faction
33153,Drake Navy Issue,Combat Battlecruiser,Navy Faction,Caldari,Ship,Faction
33155,Harbinger Navy Issue,Combat Battlecruiser,Navy Faction,Amarr,Ship,Faction
33157,Hurricane Fleet Issue,Combat Battlecruiser,Navy Faction,Minmatar,Ship,Faction
33176,Scan Acquisition Array I,Scanning Upgrade Time,Scanning Upgrades,,Module,Tech I
33177,Scan Acquisition Array I Blueprint,Scanning Upgrade Time Blueprint,Scanning Upgrades,,Blueprint,
